"event","type","date","facility","remote_facility","trapsite","plant_location","adult_count","male_count","female_count","jack_count","non_viable_female_count","egg_take_count","species","run","stock","origin","adult_mark_type_id","brood_year","cwt_method_checked_lut_id","cwt_checked_ind","cwt_reason_not_checked_lut","cwt_reason_not_checked_txt","cwt_present_ind","cwt_collected_ind","cwt_reason_not_collected","cwt_reason_uncollected_lut","tagged_males","tagged_females","tagged_jacks"
"Adult Mortality Event","","2008-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","4","3","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2008-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","2","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2008",,"true",,,"true","true",,,"1","2","0"
"Adult Surplus Event","","2008-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","120","176","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"EggTake","","2008-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","0","0","644000","Chinook","Fall","Issaquah Creek","HATCHERY",,"2008",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2008-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","30","46","0","3","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","8","1","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"true","true",,,"11","34","3"
"Adult Mortality Event","","2008-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"true","true",,,"0","1","0"
"Adult Plant Event","","2008-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","88","137","4","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2008-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","261","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","2008",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","18","1","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"true","true",,,"0","1","0"
"Adult Mortality Event","","2008-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","30","118","2","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","2","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"true","true",,,"2","6","2"
"EggTake","","2008-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","0","0","532000","Chinook","Fall","Issaquah Creek","HATCHERY",,"2008",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","2","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2008",,"true",,,"true","true",,,"0","2","0"
"Adult Mortality Event","","2008-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","7","25","2","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","7","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","5","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2008-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2008-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","30","180","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2008-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","12","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2008-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","22","47","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2008-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","72","55","5","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2008-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","4","2","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"true","true",,,"0","0","0"
"Adult Mortality Event","","2008-10-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","9","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","4","10","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2008-10-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","300","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2008",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"true","true",,,"1","0","0"
"Adult Surplus Event","","2008-10-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","13","40","3","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","15","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2008-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","6","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2008-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","800","0","0","50","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2008",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2008-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","2","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2008-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","19","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","2","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2008-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","2","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2008-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","13","0","13","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2008-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","250","259","18","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-22T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-22T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","6","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-22T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","5","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-22T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","6","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2008-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","1","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2008-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","3","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2008-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","29","17","1","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","4","11","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"EggTake","","2008-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","0","0","234000","Coho","NA","Issaquah Creek","HATCHERY",,"2008",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2008-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","59","65","3","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","4","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2008-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","11","11","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2008-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2008-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","2","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","6","12","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","2","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-10-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"EggTake","","2008-11-04T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","0","0","486000","Coho","NA","Issaquah Creek","HATCHERY",,"2008",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","2008-11-04T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","1500","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2008",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-11-04T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","3","3","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2008-11-04T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","149","173","0","5","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2008-11-04T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","36","12","0","5","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2008-11-04T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","382","437","4","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-11-04T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","10","16","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-11-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2008-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","162","155","7","4","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2008-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","400","0","0","5","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2008",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2008-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","10","31","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2008-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","33","43","0","3","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2008-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","79","101","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"EggTake","","2008-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","0","0","522000","Coho","NA","Issaquah Creek","HATCHERY",,"2008",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2008-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","7","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-11-12T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","9","7","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Ship","","2008-11-12T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","3","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2008-11-12T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","600","0","0","66","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2008",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2008-11-12T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","225","225","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2008",,"false",,,"false","false",,,"0","0","0"
"Adult Ship","","2008-11-12T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","284","290","57","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-11-12T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","4","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2008-11-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","50","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2008-11-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","22","18","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2008-11-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","204","89","10","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2008-11-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2008-11-19T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","3","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2008",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-11-19T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","22","37","1","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-11-26T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","15","23","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-11-26T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","11","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2008",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2008-11-26T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","3","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2008",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2009-09-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","1500","0","0","10","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","2009",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-09-24T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"true","true",,,"0","1","0"
"Parent Spawn Event","Lethal","2009-09-24T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","36","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-09-24T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","14","6","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-09-24T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-09-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","11","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-09-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"EggTake","","2009-09-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","0","0","1194000","Chinook","Fall","Issaquah Creek","HATCHERY",,"2009",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-09-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2009",,"true",,,"true","true",,,"1","0","0"
"Adult Surplus Event","","2009-09-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"true","true",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-09-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","13","23","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"true","true",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-09-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","169","210","2","4","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-09-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","2","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"true","true",,,"15","25","0"
"Parent Spawn Event","Lethal","2009-09-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","32","17","3","1","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-09-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","14","7","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","31","20","1","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-10-06T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","14","9","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2009-10-06T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","224","34","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2009-10-06T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","530","0","0","5","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","2009",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-10-06T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","4","7","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"true","true",,,"4","7","0"
"Trap Estimate","","2009-10-06T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","800","0","0","15","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2009",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-10-06T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"EggTake","","2009-10-06T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","0","0","702000","Chinook","Fall","Issaquah Creek","HATCHERY",,"2009",,"false",,,"false","false",,,"0","0","0"
