"event","type","date","facility","remote_facility","trapsite","plant_location","adult_count","male_count","female_count","jack_count","non_viable_female_count","egg_take_count","species","run","stock","origin","adult_mark_type_id","brood_year","cwt_method_checked_lut_id","cwt_checked_ind","cwt_reason_not_checked_lut","cwt_reason_not_checked_txt","cwt_present_ind","cwt_collected_ind","cwt_reason_not_collected","cwt_reason_uncollected_lut","tagged_males","tagged_females","tagged_jacks"
"Adult Plant Event","","1999-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","7","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","6","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1999-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","1000000","Chinook","Fall","Issaquah Creek","HATCHERY",,"1999",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","264","217","13","11","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1999-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","8","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-10-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","14","13","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-10-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1999-10-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","200","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-10-11T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","11","12","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1999-10-11T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","685","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-10-11T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","2","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1999-10-11T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","1100","0","0","26","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-10-11T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","139","155","25","16","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-10-11T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","7","1","1","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1999-10-11T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","274","171","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1999-10-11T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","680000","Chinook","Fall","Issaquah Creek","HATCHERY",,"1999",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-10-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","46","34","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-10-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","150","153","0","3","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-10-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","77","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-10-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1999-10-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","83","62","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1999-10-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","652500","Chinook","Fall","Issaquah Creek","HATCHERY",,"1999",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-10-20T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","3","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1999-10-20T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","20","0","0","5","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-10-20T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","5","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-10-20T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","5","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-10-20T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","2","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-10-20T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","8","8","3","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1999-10-20T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","79","42","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-10-23T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-10-23T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-10-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","10","9","2","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-10-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","9","5","5","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1999-10-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","20","0","0","8","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1999-10-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","2","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1999-10-31T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","1200","0","0","100","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-10-31T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","10","10","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","35","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","39","36","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1999",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","362","333","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1999-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","850500","Coho","NA","Issaquah Creek","HATCHERY",,"1999",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1999-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","2","2","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","11","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","16","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","14","19","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","202","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","2","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","3","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1999-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","1163500","Coho","NA","Issaquah Creek","HATCHERY",,"1999",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","4","4","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","146","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","16","11","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","432","397","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1999-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","6","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","39","17","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1999-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","5","2","10","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","5","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1999",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1999-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","858","0","0","90","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","2","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","70","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","13","4","10","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-11-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","5","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1999",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-11-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","31","17","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1999",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1999-11-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","625000","Coho","NA","Issaquah Creek","HATCHERY",,"1999",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-11-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","264","248","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","40","0","30","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-16T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","2","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-11-22T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","15","13","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1999",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-11-22T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","62","68","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-11-22T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","5","7","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-11-22T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","3","5","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-22T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","41","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-11-22T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","3","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1999",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1999-11-22T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","189000","Coho","NA","Issaquah Creek","HATCHERY",,"1999",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2000-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2000",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2000-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","800","0","0","100","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","2000",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2000-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","64","14","23","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","2000",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2000-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2000",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2000-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","25","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2000",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2000-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","309","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","2000",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2000-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","194","144","0","27","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","2000",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2000-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2000",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2000-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","169","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","2000",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2000-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","300","0","0","50","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2000",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2000-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","73","20","19","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","2000",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2000-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","1416","0","0","250","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","2000",,"false",,,"false","false",,,"0","0","0"
"EggTake","","2000-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","640000","Chinook","Fall","Issaquah Creek","HATCHERY",,"2000",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","2000-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","130","0","0","10","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","2000",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2000-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","163","19","75","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","2000",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2000-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","287","0","0","1","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2000",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2000-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","8","1","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2000",,"true",,,"false","false",,,"0","0","0"
"EggTake","","2000-10-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","1127000","Chinook","Fall","Issaquah Creek","HATCHERY",,"2000",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","2000-10-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","1700","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2000",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2000-10-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","533","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","2000",,"true",,,"false","false",,,"0","0","0"
