"sampleid","grabid","profileid","sample_number","collect_datetime","depth","site_type","area","locator","site","parameter","value","units","qualityid","lab_qualifier","mdl","rdl","textvalue","sampleinfo","stewardnote","replicates","replicateof","method","dateanalyzed","datasource"
"33306",,"18621","L61409-7","2014-10-14T11:22:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.3","deg C","2",,,,,,,,,"HYDROLAB","2014-10-14T00:00:00.000","KCEL"
"33308",,"32430","L61409-9","2014-10-14T11:49:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.8","deg C","2",,,,,,,,,"HYDROLAB","2014-10-14T00:00:00.000","KCEL"
"33425",,"4956","L61588-7","2014-11-13T12:22:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","4.92","deg C","2",,,,,,,,,"HYDROLAB","2014-11-13T00:00:00.000","KCEL"
"33427",,"36802","L61588-9","2014-11-13T13:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","4.84","deg C","2",,,,,,,,,"HYDROLAB","2014-11-13T00:00:00.000","KCEL"
"33460",,"7172","L61749-7","2014-12-09T10:40:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.1","deg C","2",,,,,,,,,"HYDROLAB","2014-12-09T00:00:00.000","KCEL"
"33462",,"38577","L61749-9","2014-12-09T11:23:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.39","deg C","2",,,,,,,,,"HYDROLAB","2014-12-09T00:00:00.000","KCEL"
"33570",,"15211","L61866-7","2015-01-13T12:18:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.7","deg C","2",,,,,,,,,"YSI","2015-01-13T00:00:00.000","KCEL"
"33572",,"29416","L61866-9","2015-01-13T13:01:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.8","deg C","2",,,,,,,,,"YSI","2015-01-13T00:00:00.000","KCEL"
"33654",,"8584","L62025-7","2015-02-10T10:57:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.4","deg C","2",,,,,,,,,"YSI","2015-02-10T00:00:00.000","KCEL"
"33656",,"37989","L62025-9","2015-02-10T11:16:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.5","deg C","2",,,,,,,,,"YSI","2015-02-10T00:00:00.000","KCEL"
"33714",,"28993","L62296-7","2015-03-10T11:52:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-03-10T00:00:00.000","KCEL"
"33716",,"34919","L62296-9","2015-03-10T12:27:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.8","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-03-10T00:00:00.000","KCEL"
"33802",,"7145","L62509-7","2015-04-14T12:00:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-04-14T00:00:00.000","KCEL"
"33804",,"38729","L62509-9","2015-04-14T12:53:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.7","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-04-14T00:00:00.000","KCEL"
"33878",,"27337","L62656-7","2015-05-12T12:19:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-05-12T00:00:00.000","KCEL"
"33880",,"35700","L62656-9","2015-05-12T12:48:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-05-12T00:00:00.000","KCEL"
"33968",,"22764","L62912-7","2015-06-09T11:00:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","15.2","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-06-09T00:00:00.000","KCEL"
"33970",,"34191","L62912-9","2015-06-09T12:01:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16.3","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-06-09T00:00:00.000","KCEL"
"34046",,"28951","L62992-7","2015-07-14T12:56:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","17.2","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-07-14T00:00:00.000","KCEL"
"34048",,"35402","L62992-9","2015-07-14T13:38:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","17.9","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-07-14T00:00:00.000","KCEL"
"34136",,"25437","L63406-7","2015-08-11T11:53:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","16.2","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-08-11T00:00:00.000","KCEL"
"34138",,"34158","L63406-9","2015-08-11T12:36:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","17.7","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-08-11T00:00:00.000","KCEL"
"34223",,"26566","L63635-7","2015-09-15T11:33:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-09-15T00:00:00.000","KCEL"
"34225",,"37470","L63635-9","2015-09-15T12:16:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.9","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-09-15T00:00:00.000","KCEL"
"34306",,"23901","L63868-7","2015-10-13T12:01:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-10-13T00:00:00.000","KCEL"
"34308",,"34857","L63868-9","2015-10-13T13:23:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.2","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-10-13T00:00:00.000","KCEL"
"34400",,"8236","L64141-7","2015-11-09T10:18:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-11-09T00:00:00.000","KCEL"
"34402",,"37883","L64141-9","2015-11-09T10:55:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-11-09T00:00:00.000","KCEL"
"34480",,"9242","L64298-7","2015-12-08T12:40:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.5","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-12-08T00:00:00.000","KCEL"
"34482",,"40218","L64298-9","2015-12-08T13:14:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.8","deg C","2",,,,,,,,,"KCEL SOP# 245","2015-12-08T00:00:00.000","KCEL"
"34562",,"18033","L64538-7","2016-01-12T12:49:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.3","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-01-12T00:00:00.000","KCEL"
"34564",,"30745","L64538-9","2016-01-12T13:52:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.3","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-01-12T00:00:00.000","KCEL"
"34635",,"11568","L64763-7","2016-02-09T11:27:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.8","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-02-09T00:00:00.000","KCEL"
"34637",,"39261","L64763-9","2016-02-09T12:06:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-02-09T00:00:00.000","KCEL"
"34711",,"17021","L64995-7","2016-03-15T11:34:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.3","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-03-15T00:00:00.000","KCEL"
"34713",,"31910","L64995-9","2016-03-15T12:08:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-03-15T00:00:00.000","KCEL"
"34787",,"9930","L65154-7","2016-04-12T10:01:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","10.1","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-04-12T00:00:00.000","KCEL"
"34789",,"39995","L65154-9","2016-04-12T10:25:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.3","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-04-12T00:00:00.000","KCEL"
"34865",,"6313","L65365-7","2016-05-10T12:29:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.7","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-05-10T00:00:00.000","KCEL"
"34867",,"38768","L65365-9","2016-05-10T13:18:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.3","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-05-10T00:00:00.000","KCEL"
"34949",,"11655","L65572-7","2016-06-14T10:56:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-06-14T00:00:00.000","KCEL"
"34951",,"29387","L65572-9","2016-06-14T11:57:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.7","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-06-14T00:00:00.000","KCEL"
"35035",,"7770","L65741-7","2016-07-12T11:16:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","13.8","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-07-12T00:00:00.000","KCEL"
"35037",,"37757","L65741-9","2016-07-12T12:43:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15.1","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-07-12T00:00:00.000","KCEL"
"35107",,"27325","L65894-7","2016-08-09T11:25:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","13.9","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-08-09T00:00:00.000","KCEL"
"35109",,"36145","L65894-9","2016-08-09T12:41:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","14.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-08-09T00:00:00.000","KCEL"
"35205",,"6255","L65995-7","2016-09-13T10:11:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.7","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-09-13T00:00:00.000","KCEL"
"35207",,"38509","L65995-9","2016-09-13T10:40:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-09-13T00:00:00.000","KCEL"
"35291",,"25844","L66339-7","2016-10-11T12:52:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","10.2","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-10-11T00:00:00.000","KCEL"
"35293",,"35687","L66339-9","2016-10-11T13:23:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.5","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-10-11T00:00:00.000","KCEL"
"35367",,"7061","L66563-7","2016-11-15T12:07:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","10.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-11-15T00:00:00.000","KCEL"
"35369",,"38036","L66563-9","2016-11-15T12:49:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-11-15T00:00:00.000","KCEL"
"35443",,"27224","L66656-7","2016-12-13T12:20:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5.9","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-12-13T00:00:00.000","KCEL"
"35445",,"34861","L66656-9","2016-12-13T13:14:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6","deg C","2",,,,,,,,,"KCEL SOP# 245","2016-12-13T00:00:00.000","KCEL"
"35519",,"21111","L66833-7","2017-01-10T11:28:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","4.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-01-10T00:00:00.000","KCEL"
"35521",,"33426","L66833-9","2017-01-10T12:10:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","4.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-01-10T00:00:00.000","KCEL"
"35596",,"28678","L67019-7","2017-02-14T12:38:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5.9","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-02-14T00:00:00.000","KCEL"
"35590",,"28678","L67019-14","2017-02-14T12:42:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5.9","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-02-14T00:00:00.000","KCEL"
"35598",,"35753","L67019-9","2017-02-14T13:14:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-02-14T00:00:00.000","KCEL"
"35674",,"19363","L67246-7","2017-03-14T11:45:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-03-14T00:00:00.000","KCEL"
"35668",,"34152","L67246-14","2017-03-14T12:18:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-03-14T00:00:00.000","KCEL"
"35676",,"34152","L67246-9","2017-03-14T12:20:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-03-14T00:00:00.000","KCEL"
"5771",,"2172","L67489-7","2017-04-11T12:12:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.8","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-04-11T00:00:00.000","KCEL"
"5725",,"2167","L67489-9","2017-04-11T12:40:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-04-11T00:00:00.000","KCEL"
"35759",,"9671","L67666-7","2017-05-09T11:36:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","10.2","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-05-09T00:00:00.000","KCEL"
"35761",,"39632","L67666-9","2017-05-09T12:23:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-05-09T00:00:00.000","KCEL"
"35849",,"17586","L67905-7","2017-06-13T11:59:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.9","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-06-13T00:00:00.000","KCEL"
"35851",,"30722","L67905-9","2017-06-13T12:50:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.1","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-06-13T00:00:00.000","KCEL"
"35945",,"11602","L68118-7","2017-07-11T11:42:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","14.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-07-11T00:00:00.000","KCEL"
"35947",,"39483","L68118-9","2017-07-11T12:47:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-07-11T00:00:00.000","KCEL"
"36039",,"37830","L68367-9","2017-08-14T13:20:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16.5","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-08-14T00:00:00.000","KCEL"
"36037",,"7694","L68367-7","2017-08-14T13:53:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","16.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-08-14T00:00:00.000","KCEL"
"36122",,"9999","L68494-7","2017-09-12T12:25:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","14.8","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-09-12T00:00:00.000","KCEL"
"36124",,"40163","L68494-9","2017-09-12T13:12:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15.7","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-09-12T00:00:00.000","KCEL"
"36727",,"40604","L68746-7","2017-10-10T12:45:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","10.3","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-10-10T00:00:00.000","KCEL"
"36716",,"40654","L68746-9","2017-10-10T13:24:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.5","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-10-10T00:00:00.000","KCEL"
"144364",,"56516","L68956-7","2017-11-14T11:52:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-11-14T00:00:00.000","KCEL"
"144352",,"56570","L68956-9","2017-11-14T12:34:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.5","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-11-14T00:00:00.000","KCEL"
"151627",,"59107","L69123-7","2017-12-12T12:20:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-12-12T00:00:00.000","KCEL"
"151616",,"59087","L69123-9","2017-12-12T13:03:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","5.1","deg C","2",,,,,,,,,"KCEL SOP# 245","2017-12-12T00:00:00.000","KCEL"
"151898",,"59196","L69273-7","2018-01-09T11:35:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.5","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-01-09T00:00:00.000","KCEL"
"151886",,"59223","L69273-9","2018-01-09T12:06:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-01-09T00:00:00.000","KCEL"
"154522",,"67832","L69505-9","2018-02-13T11:42:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","4.9","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-02-13T00:00:00.000","KCEL"
"154534",,"67862","L69505-7","2018-02-13T12:40:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-02-13T00:00:00.000","KCEL"
"154790",,"67949","L69608-7","2018-03-12T10:49:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.7","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-03-12T00:00:00.000","KCEL"
"154778",,"67926","L69608-9","2018-03-12T11:55:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.3","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-03-12T00:00:00.000","KCEL"
"155473",,"68035","L69768-7","2018-04-10T11:24:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.2","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-04-10T00:00:00.000","KCEL"
"155461",,"68088","L69768-9","2018-04-10T12:05:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.5","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-04-10T00:00:00.000","KCEL"
"155731",,"68175","L70036-7","2018-05-15T12:08:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","14","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-05-15T00:00:00.000","KCEL"
"155718",,"68176","L70036-9","2018-05-15T12:55:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-05-15T00:00:00.000","KCEL"
"156540",,"68281","L70197-7","2018-06-12T11:30:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.2","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-06-12T00:00:00.000","KCEL"
"156529",,"68317","L70197-9","2018-06-12T12:20:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.5","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-06-12T00:00:00.000","KCEL"
"156831",,"68377","L70353-7","2018-07-17T12:26:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","17.3","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-07-17T00:00:00.000","KCEL"
"156819",,"68406","L70353-9","2018-07-17T13:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","18.3","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-07-17T00:00:00.000","KCEL"
"157382",,"68512","L70434-7","2018-08-14T12:41:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","16.3","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-08-14T00:00:00.000","KCEL"
"157371",,"68525","L70434-9","2018-08-14T13:30:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","17.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-08-14T00:00:00.000","KCEL"
"157930",,"68617","L70819-7","2018-09-11T12:37:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","14.2","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-09-11T00:00:00.000","KCEL"
"157918",,"68634","L70819-9","2018-09-11T13:27:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","14.7","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-09-11T00:00:00.000","KCEL"
"158463",,"68787","L71063-7","2018-10-09T11:27:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-10-09T00:00:00.000","KCEL"
"158452",,"68740","L71063-9","2018-10-09T12:43:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-10-09T00:00:00.000","KCEL"
"159011",,"68880","L71248-7","2018-11-06T11:28:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","10.1","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-11-06T00:00:00.000","KCEL"
"159000",,"68827","L71248-9","2018-11-06T12:21:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-11-06T00:00:00.000","KCEL"
"159773",,"68957","L71432-7","2018-12-11T12:27:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.2","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-12-11T00:00:00.000","KCEL"
"159762",,"68949","L71432-9","2018-12-11T13:22:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.5","deg C","2",,,,,,,,,"KCEL SOP# 245","2018-12-11T00:00:00.000","KCEL"
"160113",,"69082","L71554-7","2019-01-08T11:46:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6","deg C","2",,,,,,,,,"KCEL SOP# 245","2019-01-08T00:00:00.000","KCEL"
"160112",,"69082","L71554-13","2019-01-08T11:49:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6","deg C","2",,,,,,,,,"KCEL SOP# 245","2019-01-08T00:00:00.000","KCEL"
"160185",,"69093","L71554-9","2019-01-08T12:54:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.2","deg C","2",,,,,,,,,"KCEL SOP# 245","2019-01-08T00:00:00.000","KCEL"
"160242",,"69217","L71701-7","2019-02-26T11:39:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","4.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2019-02-26T00:00:00.000","KCEL"
"160230",,"69181","L71701-9","2019-02-26T12:17:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","4.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2019-02-26T00:00:00.000","KCEL"
"161027",,"69493","L71881-7","2019-03-12T12:38:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","4.7","deg C","2",,,,,,,,,"KCEL SOP# 245","2019-03-12T00:00:00.000","KCEL"
"161016",,"69543","L71881-9","2019-03-12T13:15:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","5","deg C","2",,,,,,,,,"KCEL SOP# 245","2019-03-12T00:00:00.000","KCEL"
"161015",,"69543","L71881-13","2019-03-12T13:17:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","5","deg C","2",,,,,,,,,"KCEL SOP# 245","2019-03-12T00:00:00.000","KCEL"
"161467",,"69674","L71988-7","2019-04-09T11:54:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.2","deg C","2",,,,,,,,,"KCEL SOP# 245","2019-04-09T00:00:00.000","KCEL"
