"sampleid","grabid","profileid","sample_number","collect_datetime","depth","site_type","area","locator","site","parameter","value","units","qualityid","lab_qualifier","mdl","rdl","textvalue","sampleinfo","stewardnote","replicates","replicateof","method","dateanalyzed","datasource"
"28031",,"29130","L41350-3","2006-12-12T10:30:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.4","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28033",,"15816","L41350-5","2006-12-12T11:07:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.3","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28096",,"38449","L41461-3","2007-01-09T10:15:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.6","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28098",,"7700","L41461-5","2007-01-09T11:09:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.5","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28166",,"35305","L41676-3","2007-02-06T09:45:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28168",,"27983","L41676-5","2007-02-06T10:16:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28229",,"33858","L41988-3","2007-03-06T10:08:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.8","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28231",,"24898","L41988-5","2007-03-06T10:54:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.9","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28296",,"31589","L42327-3","2007-04-03T10:13:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28298",,"17062","L42327-5","2007-04-03T10:50:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.1","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28294",,"17062","L42327-11","2007-04-03T10:52:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.1","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28359",,"34566","L42617-3","2007-05-08T12:05:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.6","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28361",,"23055","L42617-5","2007-05-08T12:38:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","13.1","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"27989",,"39512","L41206-6","2007-05-21T12:57:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.9","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28435",,"31041","L42883-3","2007-06-05T10:50:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.3","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28437",,"18778","L42883-5","2007-06-05T11:25:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.8","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28550",,"36780","L43109-3","2007-07-05T10:24:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15.5","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28552",,"5124","L43109-5","2007-07-05T11:10:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","15.3","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28648",,"31699","L43407-3","2007-08-07T09:34:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","14.5","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28650",,"17153","L43407-5","2007-08-07T10:04:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","13.9","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28723",,"40477","L43718-3","2007-09-04T12:01:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28725",,"10821","L43718-5","2007-09-04T13:10:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","14.9","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28798",,"31625","L44117-3","2007-10-09T12:35:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.3","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28800",,"16361","L44117-5","2007-10-09T13:15:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.4","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28866",,"39698","L44456-3","2007-11-06T10:15:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.52","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28868",,"12483","L44456-5","2007-11-06T10:46:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.51","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28492",,"34744","L42988-6","2007-12-03T12:36:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.82","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28928",,"35913","L44654-3","2007-12-12T10:20:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","5.48","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"28930",,"25935","L44654-5","2007-12-12T10:55:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5.5","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"29002",,"30271","L44904-3","2008-01-08T12:33:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","5.15","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"29004",,"10764","L44904-5","2008-01-08T13:09:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5.21","deg C","2",,,,,,,,,"Hydrolab (02-01-005-002)",,"KCEL"
"29099",,"39201","L45055-3","2008-02-05T10:48:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","5.27","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29101",,"6757","L45055-5","2008-02-05T11:27:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5.25","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29161",,"35737","L45210-3","2008-03-04T10:36:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.56","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29159",,"35737","L45210-11","2008-03-04T10:38:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.58","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29163",,"26299","L45210-5","2008-03-04T11:20:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.78","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29224",,"38442","L45368-3","2008-04-08T12:08:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.46","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29226",,"8527","L45368-5","2008-04-08T12:46:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.52","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29286",,"35425","L45566-3","2008-05-06T10:15:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.1","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29288",,"28393","L45566-5","2008-05-06T11:16:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.88","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29057",,"32345","L44954-6","2008-06-03T13:05:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.3","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29052",,"32345","L44954-11","2008-06-03T13:06:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.3","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29387",,"31259","L45700-3","2008-06-11T10:42:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.21","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29389",,"18901","L45700-5","2008-06-11T11:15:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.06","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29338",,"40192","L45628-10","2008-06-19T13:28:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.7","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29456",,"36054","L45853-3","2008-07-08T10:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.5","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29458",,"26637","L45853-5","2008-07-08T10:32:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","13.3","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29584",,"32978","L46209-3","2008-08-05T11:57:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15.6","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29586",,"19929","L46209-5","2008-08-05T12:34:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","15.5","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29519",,"35871","L45936-6","2008-08-20T12:26:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15.7","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29659",,"33770","L46404-3","2008-09-03T11:55:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.8","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29661",,"24680","L46404-5","2008-09-03T13:04:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","13.2","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29719",,"31767","L46535-10","2008-09-25T13:30:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.6","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29761",,"33711","L46549-3","2008-10-07T10:09:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.8","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29763",,"21676","L46549-5","2008-10-07T10:43:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.4","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29819",,"30896","L46860-3","2008-11-04T10:50:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.04","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29821",,"17137","L46860-5","2008-11-04T11:32:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.65","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29883",,"39242","L47016-3","2008-12-02T10:45:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.59","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29885",,"10755","L47016-5","2008-12-02T11:28:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.56","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29932",,"30424","L47062-10","2008-12-11T13:25:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.97","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29960",,"31522","L47160-12","2009-01-06T14:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","5.74","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"29980",,"34871","L47317-12","2009-02-02T14:50:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.72","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"30025",,"34745","L47474-12","2009-03-02T13:40:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.01","deg C","2",,,,,,,,,"HYDROLAB (SOP 205V4)",,"KCEL"
"30008",,"32606","L47434-1","2009-03-16T10:22:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","4.72","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30074",,"35697","L47761-12","2009-04-06T14:25:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.8","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30097",,"34125","L47948-12","2009-05-04T15:22:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.3","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30057",,"37724","L47747-1","2009-05-05T10:19:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.2","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30131",,"31518","L48152-12","2009-06-01T14:23:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16.1","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30195",,"36986","L48471-12","2009-07-07T09:15:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.4","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30226",,"30794","L48673-12","2009-08-03T16:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","20.6","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30154",,"40357","L48155-1","2009-08-11T09:50:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30270",,"39159","L48951-12","2009-09-08T13:02:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.9","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30321",,"31481","L49211-12","2009-10-05T14:15:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.6","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30374",,"40121","L49509-12","2009-11-02T13:08:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.56","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30412",,"30773","L49704-12","2009-12-07T12:27:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","2.26","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30304",,"40397","L49150-1","2009-12-15T10:10:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","4.51","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30443",,"39489","L49865-12","2010-01-04T12:50:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.32","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30488",,"37961","L50059-12","2010-02-01T14:12:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.29","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30519",,"35279","L50302-12","2010-03-01T14:15:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.01","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30471",,"29271","L49871-1","2010-03-11T11:05:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.68","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30544",,"38762","L50512-12","2010-04-05T15:09:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.77","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30571",,"32316","L50550-1","2010-04-21T10:28:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.94","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30588",,"36031","L50747-12","2010-05-03T13:30:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.3","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30620",,"31366","L50970-12","2010-06-08T13:19:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.9","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30678",,"32188","L51151-12","2010-07-07T14:15:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16.1","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30711",,"37647","L51320-12","2010-08-03T14:40:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16.2","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30655",,"34559","L51044-1","2010-08-31T14:01:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.1","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30757",,"32783","L51651-12","2010-09-08T13:25:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.3","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30781",,"33452","L51815-12","2010-10-04T13:27:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30841",,"31700","L52037-12","2010-11-01T14:55:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.1","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30808",,"33003","L51820-1","2010-11-30T10:07:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.02","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30866",,"32742","L52217-12","2010-12-06T14:41:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.58","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30900",,"31109","L52385-12","2011-01-03T09:45:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","2.38","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30924",,"33373","L52541-12","2011-02-07T13:46:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.62","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30960",,"31840","L52676-12","2011-03-07T14:02:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.33","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"30999",,"40292","L52908-12","2011-04-04T14:20:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.72","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"31047",,"36543","L53119-12","2011-05-02T12:40:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.82","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"31090",,"39495","L53305-12","2011-06-06T14:33:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","14.7","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"31146",,"29505","L53552-12","2011-07-05T14:35:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15.6","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"31189",,"36143","L53664-12","2011-08-01T15:15:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16.4","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"31246",,"29409","L54038-12","2011-09-06T14:25:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15.4","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"31306",,"35292","L54193-12","2011-10-03T15:12:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"31342",,"36569","L54561-12","2011-11-07T14:36:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.21","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"31391",,"35957","L54731-12","2011-12-05T13:54:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","4.57","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
"31434",,"36958","L54850-12","2012-01-03T14:25:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.54","deg C","2",,,,,,,,,"HYDROLAB",,"KCEL"
